,stateCode,state,stationCode,station,district,date,rainfall
0,PLS,Perlis,6602002,Kaki Bukit,Padang Besar,2022-01-07,0.0
1,PLS,Perlis,6602002,Kaki Bukit,Padang Besar,2022-01-08,0.0
2,PLS,Perlis,6602002,Kaki Bukit,Padang Besar,2022-01-09,0.0
3,PLS,Perlis,6602002,Kaki Bukit,Padang Besar,2022-01-10,0.0
4,PLS,Perlis,6602002,Kaki Bukit,Padang Besar,2022-01-11,0.0
5,PLS,Perlis,6602002,Kaki Bukit,Padang Besar,2022-01-12,0.0
6,PLS,Perlis,6603002,Padang Besar,Padang Besar,2022-01-07,-9999.0
7,PLS,Perlis,6603002,Padang Besar,Padang Besar,2022-01-08,0.0
8,PLS,Perlis,6603002,Padang Besar,Padang Besar,2022-01-09,-9999.0
9,PLS,Perlis,6603002,Padang Besar,Padang Besar,2022-01-10,-9999.0
10,PLS,Perlis,6603002,Padang Besar,Padang Besar,2022-01-11,-9999.0
11,PLS,Perlis,6603002,Padang Besar,Padang Besar,2022-01-12,0.0
12,PLS,Perlis,6602006,Kg. Chantik,Padang Besar,2022-01-07,0.0
13,PLS,Perlis,6602006,Kg. Chantik,Padang Besar,2022-01-08,0.0
14,PLS,Perlis,6602006,Kg. Chantik,Padang Besar,2022-01-09,0.0
15,PLS,Perlis,6602006,Kg. Chantik,Padang Besar,2022-01-10,0.0
16,PLS,Perlis,6602006,Kg. Chantik,Padang Besar,2022-01-11,0.0
17,PLS,Perlis,6602006,Kg. Chantik,Padang Besar,2022-01-12,0.0
18,PLS,Perlis,6602004,Kg. Masjid,Padang Besar,2022-01-07,0.0
19,PLS,Perlis,6602004,Kg. Masjid,Padang Besar,2022-01-08,0.0
20,PLS,Perlis,6602004,Kg. Masjid,Padang Besar,2022-01-09,0.0
21,PLS,Perlis,6602004,Kg. Masjid,Padang Besar,2022-01-10,0.0
22,PLS,Perlis,6602004,Kg. Masjid,Padang Besar,2022-01-11,0.0
23,PLS,Perlis,6602004,Kg. Masjid,Padang Besar,2022-01-12,0.0
24,PLS,Perlis,6502011,Empangan Timah Tasuh,Padang Besar,2022-01-07,0.0
25,PLS,Perlis,6502011,Empangan Timah Tasuh,Padang Besar,2022-01-08,0.0
26,PLS,Perlis,6502011,Empangan Timah Tasuh,Padang Besar,2022-01-09,0.0
27,PLS,Perlis,6502011,Empangan Timah Tasuh,Padang Besar,2022-01-10,0.0
28,PLS,Perlis,6502011,Empangan Timah Tasuh,Padang Besar,2022-01-11,0.0
29,PLS,Perlis,6502011,Empangan Timah Tasuh,Padang Besar,2022-01-12,0.0
30,PLS,Perlis,6502010,Bukit Temiang,Padang Besar,2022-01-07,0.0
31,PLS,Perlis,6502010,Bukit Temiang,Padang Besar,2022-01-08,0.0
32,PLS,Perlis,6502010,Bukit Temiang,Padang Besar,2022-01-09,0.0
33,PLS,Perlis,6502010,Bukit Temiang,Padang Besar,2022-01-10,0.0
34,PLS,Perlis,6502010,Bukit Temiang,Padang Besar,2022-01-11,0.0
35,PLS,Perlis,6502010,Bukit Temiang,Padang Besar,2022-01-12,0.0
36,PLS,Perlis,6502012,Kg. Batu Bertangkup,Padang Besar,2022-01-07,0.0
37,PLS,Perlis,6502012,Kg. Batu Bertangkup,Padang Besar,2022-01-08,0.0
38,PLS,Perlis,6502012,Kg. Batu Bertangkup,Padang Besar,2022-01-09,0.0
39,PLS,Perlis,6502012,Kg. Batu Bertangkup,Padang Besar,2022-01-10,0.0
40,PLS,Perlis,6502012,Kg. Batu Bertangkup,Padang Besar,2022-01-11,0.0
41,PLS,Perlis,6502012,Kg. Batu Bertangkup,Padang Besar,2022-01-12,0.0
42,PLS,Perlis,6402011,Tok Biduk,Padang Besar,2022-01-07,0.0
43,PLS,Perlis,6402011,Tok Biduk,Padang Besar,2022-01-08,0.0
44,PLS,Perlis,6402011,Tok Biduk,Padang Besar,2022-01-09,0.0
45,PLS,Perlis,6402011,Tok Biduk,Padang Besar,2022-01-10,0.0
46,PLS,Perlis,6402011,Tok Biduk,Padang Besar,2022-01-11,0.0
47,PLS,Perlis,6402011,Tok Biduk,Padang Besar,2022-01-12,0.0
48,PLS,Perlis,6402006,Guar Nangka,Padang Besar,2022-01-07,0.0
49,PLS,Perlis,6402006,Guar Nangka,Padang Besar,2022-01-08,0.0
50,PLS,Perlis,6402006,Guar Nangka,Padang Besar,2022-01-09,0.0
51,PLS,Perlis,6402006,Guar Nangka,Padang Besar,2022-01-10,0.0
52,PLS,Perlis,6402006,Guar Nangka,Padang Besar,2022-01-11,0.0
53,PLS,Perlis,6402006,Guar Nangka,Padang Besar,2022-01-12,0.0
54,PLS,Perlis,6402008,Ngolong at Perlis,Arau,2022-01-07,0.0
55,PLS,Perlis,6402008,Ngolong at Perlis,Arau,2022-01-08,-9999.0
56,PLS,Perlis,6402008,Ngolong at Perlis,Arau,2022-01-09,-9999.0
57,PLS,Perlis,6402008,Ngolong at Perlis,Arau,2022-01-10,0.0
58,PLS,Perlis,6402008,Ngolong at Perlis,Arau,2022-01-11,0.0
59,PLS,Perlis,6402008,Ngolong at Perlis,Arau,2022-01-12,0.0
60,PLS,Perlis,6402009,Kg. Kuala Tunggang,Arau,2022-01-07,0.0
61,PLS,Perlis,6402009,Kg. Kuala Tunggang,Arau,2022-01-08,0.0
62,PLS,Perlis,6402009,Kg. Kuala Tunggang,Arau,2022-01-09,0.0
63,PLS,Perlis,6402009,Kg. Kuala Tunggang,Arau,2022-01-10,0.0
64,PLS,Perlis,6402009,Kg. Kuala Tunggang,Arau,2022-01-11,0.0
65,PLS,Perlis,6402009,Kg. Kuala Tunggang,Arau,2022-01-12,0.0
66,PLS,Perlis,6403001,Ulu Pauh,Arau,2022-01-07,0.0
67,PLS,Perlis,6403001,Ulu Pauh,Arau,2022-01-08,0.0
68,PLS,Perlis,6403001,Ulu Pauh,Arau,2022-01-09,0.0
69,PLS,Perlis,6403001,Ulu Pauh,Arau,2022-01-10,0.0
70,PLS,Perlis,6403001,Ulu Pauh,Arau,2022-01-11,0.0
71,PLS,Perlis,6403001,Ulu Pauh,Arau,2022-01-12,0.0
72,PLS,Perlis,6501006,Genting Kabu,Kangar,2022-01-07,0.0
73,PLS,Perlis,6501006,Genting Kabu,Kangar,2022-01-08,0.0
74,PLS,Perlis,6501006,Genting Kabu,Kangar,2022-01-09,0.0
75,PLS,Perlis,6501006,Genting Kabu,Kangar,2022-01-10,0.0
76,PLS,Perlis,6501006,Genting Kabu,Kangar,2022-01-11,0.0
77,PLS,Perlis,6501006,Genting Kabu,Kangar,2022-01-12,0.0
78,PLS,Perlis,6501005,Abi Kg. Baru,Kangar,2022-01-07,0.0
79,PLS,Perlis,6501005,Abi Kg. Baru,Kangar,2022-01-08,0.0
80,PLS,Perlis,6501005,Abi Kg. Baru,Kangar,2022-01-09,0.0
81,PLS,Perlis,6501005,Abi Kg. Baru,Kangar,2022-01-10,0.0
82,PLS,Perlis,6501005,Abi Kg. Baru,Kangar,2022-01-11,0.0
83,PLS,Perlis,6501005,Abi Kg. Baru,Kangar,2022-01-12,0.0
84,PLS,Perlis,6402010,Kg. Sg. Bakau,Kangar,2022-01-07,0.0
85,PLS,Perlis,6402010,Kg. Sg. Bakau,Kangar,2022-01-08,0.0
86,PLS,Perlis,6402010,Kg. Sg. Bakau,Kangar,2022-01-09,0.0
87,PLS,Perlis,6402010,Kg. Sg. Bakau,Kangar,2022-01-10,0.0
88,PLS,Perlis,6402010,Kg. Sg. Bakau,Kangar,2022-01-11,0.0
89,PLS,Perlis,6402010,Kg. Sg. Bakau,Kangar,2022-01-12,0.0
90,PLS,Perlis,6401000,Kuala Perlis at Perlis,Kangar,2022-01-07,0.0
91,PLS,Perlis,6401000,Kuala Perlis at Perlis,Kangar,2022-01-08,-9999.0
92,PLS,Perlis,6401000,Kuala Perlis at Perlis,Kangar,2022-01-09,-9999.0
93,PLS,Perlis,6401000,Kuala Perlis at Perlis,Kangar,2022-01-10,0.0
94,PLS,Perlis,6401000,Kuala Perlis at Perlis,Kangar,2022-01-11,0.0
95,PLS,Perlis,6401000,Kuala Perlis at Perlis,Kangar,2022-01-12,0.0
96,KDH,Kedah,6398141,Gunung Raya,Langkawi,2022-01-07,0.0
97,KDH,Kedah,6398141,Gunung Raya,Langkawi,2022-01-08,0.0
98,KDH,Kedah,6398141,Gunung Raya,Langkawi,2022-01-09,0.0
99,KDH,Kedah,6398141,Gunung Raya,Langkawi,2022-01-10,0.0
100,KDH,Kedah,6398141,Gunung Raya,Langkawi,2022-01-11,0.0
101,KDH,Kedah,6398141,Gunung Raya,Langkawi,2022-01-12,0.0
102,KDH,Kedah,6397116,Hulu Empangan Saga,Langkawi,2022-01-07,0.0
103,KDH,Kedah,6397116,Hulu Empangan Saga,Langkawi,2022-01-08,0.0
104,KDH,Kedah,6397116,Hulu Empangan Saga,Langkawi,2022-01-09,0.0
105,KDH,Kedah,6397116,Hulu Empangan Saga,Langkawi,2022-01-10,0.0
106,KDH,Kedah,6397116,Hulu Empangan Saga,Langkawi,2022-01-11,0.0
107,KDH,Kedah,6397116,Hulu Empangan Saga,Langkawi,2022-01-12,0.0
108,KDH,Kedah,6397112,Empangan Padang Saga,Langkawi,2022-01-07,0.0
109,KDH,Kedah,6397112,Empangan Padang Saga,Langkawi,2022-01-08,0.0
110,KDH,Kedah,6397112,Empangan Padang Saga,Langkawi,2022-01-09,0.0
111,KDH,Kedah,6397112,Empangan Padang Saga,Langkawi,2022-01-10,0.0
112,KDH,Kedah,6397112,Empangan Padang Saga,Langkawi,2022-01-11,0.0
113,KDH,Kedah,6397112,Empangan Padang Saga,Langkawi,2022-01-12,0.0
114,KDH,Kedah,6397111,Padang Matsirat,Langkawi,2022-01-07,0.0
115,KDH,Kedah,6397111,Padang Matsirat,Langkawi,2022-01-08,0.0
116,KDH,Kedah,6397111,Padang Matsirat,Langkawi,2022-01-09,0.0
117,KDH,Kedah,6397111,Padang Matsirat,Langkawi,2022-01-10,0.0
118,KDH,Kedah,6397111,Padang Matsirat,Langkawi,2022-01-11,0.0
119,KDH,Kedah,6397111,Padang Matsirat,Langkawi,2022-01-12,0.0
120,KDH,Kedah,6797102,Sg. Kuah,Langkawi,2022-01-07,0.0
121,KDH,Kedah,6797102,Sg. Kuah,Langkawi,2022-01-08,0.0
122,KDH,Kedah,6797102,Sg. Kuah,Langkawi,2022-01-09,0.0
123,KDH,Kedah,6797102,Sg. Kuah,Langkawi,2022-01-10,-9999.0
124,KDH,Kedah,6797102,Sg. Kuah,Langkawi,2022-01-11,0.0
125,KDH,Kedah,6797102,Sg. Kuah,Langkawi,2022-01-12,0.0
126,KDH,Kedah,6504180,Bukit Kayu Hitam,Kubang Pasu,2022-01-07,0.0
127,KDH,Kedah,6504180,Bukit Kayu Hitam,Kubang Pasu,2022-01-08,0.0
128,KDH,Kedah,6504180,Bukit Kayu Hitam,Kubang Pasu,2022-01-09,0.0
129,KDH,Kedah,6504180,Bukit Kayu Hitam,Kubang Pasu,2022-01-10,0.0
130,KDH,Kedah,6504180,Bukit Kayu Hitam,Kubang Pasu,2022-01-11,0.0
131,KDH,Kedah,6504180,Bukit Kayu Hitam,Kubang Pasu,2022-01-12,0.0
132,KDH,Kedah,K000005,Sek. Keb. Felda Bukit Tangga,Kubang Pasu,2022-01-07,0.0
133,KDH,Kedah,K000005,Sek. Keb. Felda Bukit Tangga,Kubang Pasu,2022-01-08,0.0
134,KDH,Kedah,K000005,Sek. Keb. Felda Bukit Tangga,Kubang Pasu,2022-01-09,0.0
135,KDH,Kedah,K000005,Sek. Keb. Felda Bukit Tangga,Kubang Pasu,2022-01-10,0.0
136,KDH,Kedah,K000005,Sek. Keb. Felda Bukit Tangga,Kubang Pasu,2022-01-11,0.0
137,KDH,Kedah,K000005,Sek. Keb. Felda Bukit Tangga,Kubang Pasu,2022-01-12,0.0
138,KDH,Kedah,K000009,Akademi Binaan Malaysia (ABM),Kubang Pasu,2022-01-07,0.0
139,KDH,Kedah,K000009,Akademi Binaan Malaysia (ABM),Kubang Pasu,2022-01-08,0.0
140,KDH,Kedah,K000009,Akademi Binaan Malaysia (ABM),Kubang Pasu,2022-01-09,0.0
141,KDH,Kedah,K000009,Akademi Binaan Malaysia (ABM),Kubang Pasu,2022-01-10,0.0
142,KDH,Kedah,K000009,Akademi Binaan Malaysia (ABM),Kubang Pasu,2022-01-11,0.0
143,KDH,Kedah,K000009,Akademi Binaan Malaysia (ABM),Kubang Pasu,2022-01-12,0.0
144,KDH,Kedah,6405024,UUM Sintok,Kubang Pasu,2022-01-07,0.0
145,KDH,Kedah,6405024,UUM Sintok,Kubang Pasu,2022-01-08,0.0
146,KDH,Kedah,6405024,UUM Sintok,Kubang Pasu,2022-01-09,0.0
147,KDH,Kedah,6405024,UUM Sintok,Kubang Pasu,2022-01-10,0.0
148,KDH,Kedah,6405024,UUM Sintok,Kubang Pasu,2022-01-11,0.0
149,KDH,Kedah,6405024,UUM Sintok,Kubang Pasu,2022-01-12,0.0
150,KDH,Kedah,6404010,Kg. Padang Pasir,Kubang Pasu,2022-01-07,0.0
151,KDH,Kedah,6404010,Kg. Padang Pasir,Kubang Pasu,2022-01-08,0.0
152,KDH,Kedah,6404010,Kg. Padang Pasir,Kubang Pasu,2022-01-09,0.0
153,KDH,Kedah,6404010,Kg. Padang Pasir,Kubang Pasu,2022-01-10,0.0
154,KDH,Kedah,6404010,Kg. Padang Pasir,Kubang Pasu,2022-01-11,0.0
155,KDH,Kedah,6404010,Kg. Padang Pasir,Kubang Pasu,2022-01-12,0.0
156,KDH,Kedah,6304050,Kg. Jeragan,Kubang Pasu,2022-01-07,-9999.0
157,KDH,Kedah,6304050,Kg. Jeragan,Kubang Pasu,2022-01-08,0.0
158,KDH,Kedah,6304050,Kg. Jeragan,Kubang Pasu,2022-01-09,-9999.0
159,KDH,Kedah,6304050,Kg. Jeragan,Kubang Pasu,2022-01-10,-9999.0
160,KDH,Kedah,6304050,Kg. Jeragan,Kubang Pasu,2022-01-11,0.0
161,KDH,Kedah,6304050,Kg. Jeragan,Kubang Pasu,2022-01-12,0.0
162,KDH,Kedah,6204040,SK Malau,Kubang Pasu,2022-01-07,0.0
163,KDH,Kedah,6204040,SK Malau,Kubang Pasu,2022-01-08,0.0
164,KDH,Kedah,6204040,SK Malau,Kubang Pasu,2022-01-09,0.0
165,KDH,Kedah,6204040,SK Malau,Kubang Pasu,2022-01-10,0.0
166,KDH,Kedah,6204040,SK Malau,Kubang Pasu,2022-01-11,0.0
167,KDH,Kedah,6204040,SK Malau,Kubang Pasu,2022-01-12,0.0
168,KDH,Kedah,6204180,Kg. Bata,Kubang Pasu,2022-01-07,0.0
169,KDH,Kedah,6204180,Kg. Bata,Kubang Pasu,2022-01-08,0.0
170,KDH,Kedah,6204180,Kg. Bata,Kubang Pasu,2022-01-09,0.0
171,KDH,Kedah,6204180,Kg. Bata,Kubang Pasu,2022-01-10,0.0
172,KDH,Kedah,6204180,Kg. Bata,Kubang Pasu,2022-01-11,0.0
173,KDH,Kedah,6204180,Kg. Bata,Kubang Pasu,2022-01-12,0.0
174,KDH,Kedah,6204005,Wang Tepus,Kubang Pasu,2022-01-07,0.0
175,KDH,Kedah,6204005,Wang Tepus,Kubang Pasu,2022-01-08,0.0
176,KDH,Kedah,6204005,Wang Tepus,Kubang Pasu,2022-01-09,0.0
177,KDH,Kedah,6204005,Wang Tepus,Kubang Pasu,2022-01-10,0.0
178,KDH,Kedah,6204005,Wang Tepus,Kubang Pasu,2022-01-11,0.0
179,KDH,Kedah,6204005,Wang Tepus,Kubang Pasu,2022-01-12,0.0
180,KDH,Kedah,6204004,Kepala Batas,Kubang Pasu,2022-01-07,0.0
181,KDH,Kedah,6204004,Kepala Batas,Kubang Pasu,2022-01-08,0.0
182,KDH,Kedah,6204004,Kepala Batas,Kubang Pasu,2022-01-09,0.0
183,KDH,Kedah,6204004,Kepala Batas,Kubang Pasu,2022-01-10,0.0
184,KDH,Kedah,6204004,Kepala Batas,Kubang Pasu,2022-01-11,0.0
185,KDH,Kedah,6204004,Kepala Batas,Kubang Pasu,2022-01-12,0.0
186,KDH,Kedah,6203022,Stn. Keretapi Tunjang at Kedah,Kubang Pasu,2022-01-07,0.0
187,KDH,Kedah,6203022,Stn. Keretapi Tunjang at Kedah,Kubang Pasu,2022-01-08,0.0
188,KDH,Kedah,6203022,Stn. Keretapi Tunjang at Kedah,Kubang Pasu,2022-01-09,0.0
189,KDH,Kedah,6203022,Stn. Keretapi Tunjang at Kedah,Kubang Pasu,2022-01-10,0.0
190,KDH,Kedah,6203022,Stn. Keretapi Tunjang at Kedah,Kubang Pasu,2022-01-11,0.0
191,KDH,Kedah,6203022,Stn. Keretapi Tunjang at Kedah,Kubang Pasu,2022-01-12,0.0
192,KDH,Kedah,6307180,Empangan Ahning,Padang Terap,2022-01-07,0.0
193,KDH,Kedah,6307180,Empangan Ahning,Padang Terap,2022-01-08,0.0
194,KDH,Kedah,6307180,Empangan Ahning,Padang Terap,2022-01-09,0.0
195,KDH,Kedah,6307180,Empangan Ahning,Padang Terap,2022-01-10,0.0
196,KDH,Kedah,6307180,Empangan Ahning,Padang Terap,2022-01-11,0.0
197,KDH,Kedah,6307180,Empangan Ahning,Padang Terap,2022-01-12,0.0
198,KDH,Kedah,6205181,Kampong Kubu,Padang Terap,2022-01-07,-9999.0
199,KDH,Kedah,6205181,Kampong Kubu,Padang Terap,2022-01-08,0.0
200,KDH,Kedah,6205181,Kampong Kubu,Padang Terap,2022-01-09,0.0
201,KDH,Kedah,6205181,Kampong Kubu,Padang Terap,2022-01-10,0.0
202,KDH,Kedah,6205181,Kampong Kubu,Padang Terap,2022-01-11,0.0
203,KDH,Kedah,6205181,Kampong Kubu,Padang Terap,2022-01-12,0.0
204,KDH,Kedah,6306180,Pdg. Sanai,Padang Terap,2022-01-07,0.0
205,KDH,Kedah,6306180,Pdg. Sanai,Padang Terap,2022-01-08,0.0
206,KDH,Kedah,6306180,Pdg. Sanai,Padang Terap,2022-01-09,0.0
207,KDH,Kedah,6306180,Pdg. Sanai,Padang Terap,2022-01-10,0.0
208,KDH,Kedah,6306180,Pdg. Sanai,Padang Terap,2022-01-11,0.0
209,KDH,Kedah,6306180,Pdg. Sanai,Padang Terap,2022-01-12,0.0
210,KDH,Kedah,6207180,Empangan Pedu,Padang Terap,2022-01-07,0.0
211,KDH,Kedah,6207180,Empangan Pedu,Padang Terap,2022-01-08,0.0
212,KDH,Kedah,6207180,Empangan Pedu,Padang Terap,2022-01-09,0.0
213,KDH,Kedah,6207180,Empangan Pedu,Padang Terap,2022-01-10,0.0
214,KDH,Kedah,6207180,Empangan Pedu,Padang Terap,2022-01-11,0.0
215,KDH,Kedah,6207180,Empangan Pedu,Padang Terap,2022-01-12,0.0
216,KDH,Kedah,6106180,Naka,Padang Terap,2022-01-07,0.0
217,KDH,Kedah,6106180,Naka,Padang Terap,2022-01-08,0.0
218,KDH,Kedah,6106180,Naka,Padang Terap,2022-01-09,0.0
219,KDH,Kedah,6106180,Naka,Padang Terap,2022-01-10,0.0
220,KDH,Kedah,6106180,Naka,Padang Terap,2022-01-11,0.0
221,KDH,Kedah,6106180,Naka,Padang Terap,2022-01-12,0.0
222,KDH,Kedah,6205180,Kuala Nerang,Padang Terap,2022-01-07,0.0
223,KDH,Kedah,6205180,Kuala Nerang,Padang Terap,2022-01-08,0.0
224,KDH,Kedah,6205180,Kuala Nerang,Padang Terap,2022-01-09,0.0
225,KDH,Kedah,6205180,Kuala Nerang,Padang Terap,2022-01-10,0.0
226,KDH,Kedah,6205180,Kuala Nerang,Padang Terap,2022-01-11,0.0
227,KDH,Kedah,6205180,Kuala Nerang,Padang Terap,2022-01-12,0.0
228,KDH,Kedah,K000002,Felcra Bukit Tampoi,Padang Terap,2022-01-07,0.0
229,KDH,Kedah,K000002,Felcra Bukit Tampoi,Padang Terap,2022-01-08,0.0
230,KDH,Kedah,K000002,Felcra Bukit Tampoi,Padang Terap,2022-01-09,0.0
231,KDH,Kedah,K000002,Felcra Bukit Tampoi,Padang Terap,2022-01-10,0.0
232,KDH,Kedah,K000002,Felcra Bukit Tampoi,Padang Terap,2022-01-11,0.0
233,KDH,Kedah,K000002,Felcra Bukit Tampoi,Padang Terap,2022-01-12,0.0
234,KDH,Kedah,6306035,Durian Burung,Padang Terap,2022-01-07,0.0
235,KDH,Kedah,6306035,Durian Burung,Padang Terap,2022-01-08,0.0
236,KDH,Kedah,6306035,Durian Burung,Padang Terap,2022-01-09,0.0
237,KDH,Kedah,6306035,Durian Burung,Padang Terap,2022-01-10,0.0
238,KDH,Kedah,6306035,Durian Burung,Padang Terap,2022-01-11,0.5
239,KDH,Kedah,6306035,Durian Burung,Padang Terap,2022-01-12,0.0
240,KDH,Kedah,No Data,Taman Aman,Kota Setar,2022-01-07,0.0
241,KDH,Kedah,No Data,Taman Aman,Kota Setar,2022-01-08,0.0
242,KDH,Kedah,No Data,Taman Aman,Kota Setar,2022-01-09,0.0
243,KDH,Kedah,No Data,Taman Aman,Kota Setar,2022-01-10,0.0
244,KDH,Kedah,No Data,Taman Aman,Kota Setar,2022-01-11,0.0
245,KDH,Kedah,No Data,Taman Aman,Kota Setar,2022-01-12,0.0
246,KDH,Kedah,6103147,Rumah Pam Sg. Raja,Kota Setar,2022-01-07,0.0
247,KDH,Kedah,6103147,Rumah Pam Sg. Raja,Kota Setar,2022-01-08,0.0
248,KDH,Kedah,6103147,Rumah Pam Sg. Raja,Kota Setar,2022-01-09,0.0
249,KDH,Kedah,6103147,Rumah Pam Sg. Raja,Kota Setar,2022-01-10,0.0
250,KDH,Kedah,6103147,Rumah Pam Sg. Raja,Kota Setar,2022-01-11,0.0
251,KDH,Kedah,6103147,Rumah Pam Sg. Raja,Kota Setar,2022-01-12,0.0
252,KDH,Kedah,6201166,Kubur Panjang,Pendang,2022-01-07,0.0
253,KDH,Kedah,6201166,Kubur Panjang,Pendang,2022-01-08,1.5
254,KDH,Kedah,6201166,Kubur Panjang,Pendang,2022-01-09,0.5
255,KDH,Kedah,6201166,Kubur Panjang,Pendang,2022-01-10,0.0
256,KDH,Kedah,6201166,Kubur Panjang,Pendang,2022-01-11,0.5
257,KDH,Kedah,6201166,Kubur Panjang,Pendang,2022-01-12,2.0
258,KDH,Kedah,5905181,Pondok Chegar,Pendang,2022-01-07,0.0
259,KDH,Kedah,5905181,Pondok Chegar,Pendang,2022-01-08,0.0
260,KDH,Kedah,5905181,Pondok Chegar,Pendang,2022-01-09,0.0
261,KDH,Kedah,5905181,Pondok Chegar,Pendang,2022-01-10,0.0
262,KDH,Kedah,5905181,Pondok Chegar,Pendang,2022-01-11,0.0
263,KDH,Kedah,5905181,Pondok Chegar,Pendang,2022-01-12,0.0
264,KDH,Kedah,5805001,Kg. Paya Mat Inson,Pendang,2022-01-07,0.0
265,KDH,Kedah,5805001,Kg. Paya Mat Inson,Pendang,2022-01-08,0.0
266,KDH,Kedah,5805001,Kg. Paya Mat Inson,Pendang,2022-01-09,0.0
267,KDH,Kedah,5805001,Kg. Paya Mat Inson,Pendang,2022-01-10,0.0
268,KDH,Kedah,5805001,Kg. Paya Mat Inson,Pendang,2022-01-11,0.0
269,KDH,Kedah,5805001,Kg. Paya Mat Inson,Pendang,2022-01-12,0.0
270,KDH,Kedah,6108001,Kompleks Empangan Muda,Sik,2022-01-07,0.0
271,KDH,Kedah,6108001,Kompleks Empangan Muda,Sik,2022-01-08,0.0
272,KDH,Kedah,6108001,Kompleks Empangan Muda,Sik,2022-01-09,0.0
273,KDH,Kedah,6108001,Kompleks Empangan Muda,Sik,2022-01-10,0.0
274,KDH,Kedah,6108001,Kompleks Empangan Muda,Sik,2022-01-11,0.0
275,KDH,Kedah,6108001,Kompleks Empangan Muda,Sik,2022-01-12,0.0
276,KDH,Kedah,6108180,Empangan Muda,Sik,2022-01-07,0.0
277,KDH,Kedah,6108180,Empangan Muda,Sik,2022-01-08,0.0
278,KDH,Kedah,6108180,Empangan Muda,Sik,2022-01-09,0.0
279,KDH,Kedah,6108180,Empangan Muda,Sik,2022-01-10,0.0
280,KDH,Kedah,6108180,Empangan Muda,Sik,2022-01-11,0.0
281,KDH,Kedah,6108180,Empangan Muda,Sik,2022-01-12,0.0
282,KDH,Kedah,6007064,Titi Nami,Sik,2022-01-07,0.0
283,KDH,Kedah,6007064,Titi Nami,Sik,2022-01-08,0.0
284,KDH,Kedah,6007064,Titi Nami,Sik,2022-01-09,0.0
285,KDH,Kedah,6007064,Titi Nami,Sik,2022-01-10,0.0
286,KDH,Kedah,6007064,Titi Nami,Sik,2022-01-11,0.0
287,KDH,Kedah,6007064,Titi Nami,Sik,2022-01-12,0.0
288,KDH,Kedah,6006001,SK Sg. Siput,Sik,2022-01-07,0.0
289,KDH,Kedah,6006001,SK Sg. Siput,Sik,2022-01-08,0.0
290,KDH,Kedah,6006001,SK Sg. Siput,Sik,2022-01-09,0.0
291,KDH,Kedah,6006001,SK Sg. Siput,Sik,2022-01-10,0.0
292,KDH,Kedah,6006001,SK Sg. Siput,Sik,2022-01-11,0.0
293,KDH,Kedah,6006001,SK Sg. Siput,Sik,2022-01-12,0.0
294,KDH,Kedah,6008001,SK Gulau,Sik,2022-01-07,0.0
295,KDH,Kedah,6008001,SK Gulau,Sik,2022-01-08,0.0
296,KDH,Kedah,6008001,SK Gulau,Sik,2022-01-09,0.0
297,KDH,Kedah,6008001,SK Gulau,Sik,2022-01-10,0.0
298,KDH,Kedah,6008001,SK Gulau,Sik,2022-01-11,0.0
299,KDH,Kedah,6008001,SK Gulau,Sik,2022-01-12,0.0
300,KDH,Kedah,5908001,Batu Seketul,Sik,2022-01-07,0.0
301,KDH,Kedah,5908001,Batu Seketul,Sik,2022-01-08,0.0
302,KDH,Kedah,5908001,Batu Seketul,Sik,2022-01-09,0.0
303,KDH,Kedah,5908001,Batu Seketul,Sik,2022-01-10,0.0
304,KDH,Kedah,5908001,Batu Seketul,Sik,2022-01-11,0.0
305,KDH,Kedah,5908001,Batu Seketul,Sik,2022-01-12,0.0
306,KDH,Kedah,5900088,Empangan Beris (State),Sik,2022-01-07,0.0
307,KDH,Kedah,5900088,Empangan Beris (State),Sik,2022-01-08,0.0
308,KDH,Kedah,5900088,Empangan Beris (State),Sik,2022-01-09,0.0
309,KDH,Kedah,5900088,Empangan Beris (State),Sik,2022-01-10,0.0
310,KDH,Kedah,5900088,Empangan Beris (State),Sik,2022-01-11,0.0
311,KDH,Kedah,5900088,Empangan Beris (State),Sik,2022-01-12,0.0
312,KDH,Kedah,5907001,Empangan Beris (RTB),Sik,2022-01-07,0.0
313,KDH,Kedah,5907001,Empangan Beris (RTB),Sik,2022-01-08,0.0
314,KDH,Kedah,5907001,Empangan Beris (RTB),Sik,2022-01-09,0.0
315,KDH,Kedah,5907001,Empangan Beris (RTB),Sik,2022-01-10,0.0
316,KDH,Kedah,5907001,Empangan Beris (RTB),Sik,2022-01-11,0.0
317,KDH,Kedah,5907001,Empangan Beris (RTB),Sik,2022-01-12,0.0
318,KDH,Kedah,5807068,Klinik Desa Kg. Chong,Sik,2022-01-07,0.0
319,KDH,Kedah,5807068,Klinik Desa Kg. Chong,Sik,2022-01-08,0.0
320,KDH,Kedah,5807068,Klinik Desa Kg. Chong,Sik,2022-01-09,0.0
321,KDH,Kedah,5807068,Klinik Desa Kg. Chong,Sik,2022-01-10,0.0
322,KDH,Kedah,5807068,Klinik Desa Kg. Chong,Sik,2022-01-11,0.0
323,KDH,Kedah,5807068,Klinik Desa Kg. Chong,Sik,2022-01-12,0.0
324,KDH,Kedah,5808071,Bendang Man,Sik,2022-01-07,0.0
325,KDH,Kedah,5808071,Bendang Man,Sik,2022-01-08,0.0
