,stateCode,state,stationCode,station,district,date,rainfall
1185,SEL,Selangor,3112001,Pekan Meru,Klang,2022-01-10,1.0
1186,SEL,Selangor,3112001,Pekan Meru,Klang,2022-01-11,0.0
1187,SEL,Selangor,3112001,Pekan Meru,Klang,2022-01-12,0.0
1188,SEL,Selangor,3013002,Jln. Benteng Kapar,Klang,2022-01-07,0.0
1189,SEL,Selangor,3013002,Jln. Benteng Kapar,Klang,2022-01-08,24.0
1190,SEL,Selangor,3013002,Jln. Benteng Kapar,Klang,2022-01-09,0.0
1191,SEL,Selangor,3013002,Jln. Benteng Kapar,Klang,2022-01-10,14.5
1192,SEL,Selangor,3013002,Jln. Benteng Kapar,Klang,2022-01-11,0.5
1193,SEL,Selangor,3013002,Jln. Benteng Kapar,Klang,2022-01-12,0.0
1194,SEL,Selangor,3014002,P/A Pandamaran,Klang,2022-01-07,46.5
1195,SEL,Selangor,3014002,P/A Pandamaran,Klang,2022-01-08,27.0
1196,SEL,Selangor,3014002,P/A Pandamaran,Klang,2022-01-09,3.5
1197,SEL,Selangor,3014002,P/A Pandamaran,Klang,2022-01-10,2.5
1198,SEL,Selangor,3014002,P/A Pandamaran,Klang,2022-01-11,0.0
1199,SEL,Selangor,3014002,P/A Pandamaran,Klang,2022-01-12,0.0
1200,SEL,Selangor,2913001,Telok Gong,Klang,2022-01-07,0.0
1201,SEL,Selangor,2913001,Telok Gong,Klang,2022-01-08,32.5
1202,SEL,Selangor,2913001,Telok Gong,Klang,2022-01-09,1.5
1203,SEL,Selangor,2913001,Telok Gong,Klang,2022-01-10,23.0
1204,SEL,Selangor,2913001,Telok Gong,Klang,2022-01-11,0.0
1205,SEL,Selangor,2913001,Telok Gong,Klang,2022-01-12,0.0
1206,SEL,Selangor,2816138,Bukit Changgang,Kuala Langat,2022-01-07,0.0
1207,SEL,Selangor,2816138,Bukit Changgang,Kuala Langat,2022-01-08,0.0
1208,SEL,Selangor,2816138,Bukit Changgang,Kuala Langat,2022-01-09,0.0
1209,SEL,Selangor,2816138,Bukit Changgang,Kuala Langat,2022-01-10,10.5
1210,SEL,Selangor,2816138,Bukit Changgang,Kuala Langat,2022-01-11,0.0
1211,SEL,Selangor,2816138,Bukit Changgang,Kuala Langat,2022-01-12,0.0
1212,SEL,Selangor,2715001,TKPM Sg. Kelambu,Kuala Langat,2022-01-07,0.5
1213,SEL,Selangor,2715001,TKPM Sg. Kelambu,Kuala Langat,2022-01-08,0.0
1214,SEL,Selangor,2715001,TKPM Sg. Kelambu,Kuala Langat,2022-01-09,0.0
1215,SEL,Selangor,2715001,TKPM Sg. Kelambu,Kuala Langat,2022-01-10,30.5
1216,SEL,Selangor,2715001,TKPM Sg. Kelambu,Kuala Langat,2022-01-11,0.5
1217,SEL,Selangor,2715001,TKPM Sg. Kelambu,Kuala Langat,2022-01-12,0.0
1218,SEL,Selangor,2815180,JPS Sg. Manggis,Kuala Langat,2022-01-07,0.0
1219,SEL,Selangor,2815180,JPS Sg. Manggis,Kuala Langat,2022-01-08,0.0
1220,SEL,Selangor,2815180,JPS Sg. Manggis,Kuala Langat,2022-01-09,0.5
1221,SEL,Selangor,2815180,JPS Sg. Manggis,Kuala Langat,2022-01-10,27.0
1222,SEL,Selangor,2815180,JPS Sg. Manggis,Kuala Langat,2022-01-11,0.0
1223,SEL,Selangor,2815180,JPS Sg. Manggis,Kuala Langat,2022-01-12,0.0
1224,SEL,Selangor,2815116,Pekan Banting,Kuala Langat,2022-01-07,0.0
1225,SEL,Selangor,2815116,Pekan Banting,Kuala Langat,2022-01-08,9.5
1226,SEL,Selangor,2815116,Pekan Banting,Kuala Langat,2022-01-09,0.0
1227,SEL,Selangor,2815116,Pekan Banting,Kuala Langat,2022-01-10,30.0
1228,SEL,Selangor,2815116,Pekan Banting,Kuala Langat,2022-01-11,0.0
1229,SEL,Selangor,2815116,Pekan Banting,Kuala Langat,2022-01-12,0.0
1230,SEL,Selangor,2814001,P/A Kg. Teluk Pulai,Kuala Langat,2022-01-07,0.5
1231,SEL,Selangor,2814001,P/A Kg. Teluk Pulai,Kuala Langat,2022-01-08,20.5
1232,SEL,Selangor,2814001,P/A Kg. Teluk Pulai,Kuala Langat,2022-01-09,0.0
1233,SEL,Selangor,2814001,P/A Kg. Teluk Pulai,Kuala Langat,2022-01-10,22.5
1234,SEL,Selangor,2814001,P/A Kg. Teluk Pulai,Kuala Langat,2022-01-11,0.5
1235,SEL,Selangor,2814001,P/A Kg. Teluk Pulai,Kuala Langat,2022-01-12,0.0
1236,SEL,Selangor,2913121,Ladang West Pulau Carey,Kuala Langat,2022-01-07,0.0
1237,SEL,Selangor,2913121,Ladang West Pulau Carey,Kuala Langat,2022-01-08,10.0
1238,SEL,Selangor,2913121,Ladang West Pulau Carey,Kuala Langat,2022-01-09,1.0
1239,SEL,Selangor,2913121,Ladang West Pulau Carey,Kuala Langat,2022-01-10,3.5
1240,SEL,Selangor,2913121,Ladang West Pulau Carey,Kuala Langat,2022-01-11,0.0
1241,SEL,Selangor,2913121,Ladang West Pulau Carey,Kuala Langat,2022-01-12,0.0
1242,SEL,Selangor,2814119,Pintu Air Kelanang,Kuala Langat,2022-01-07,0.0
1243,SEL,Selangor,2814119,Pintu Air Kelanang,Kuala Langat,2022-01-08,0.0
1244,SEL,Selangor,2814119,Pintu Air Kelanang,Kuala Langat,2022-01-09,0.5
1245,SEL,Selangor,2814119,Pintu Air Kelanang,Kuala Langat,2022-01-10,6.5
1246,SEL,Selangor,2814119,Pintu Air Kelanang,Kuala Langat,2022-01-11,0.0
1247,SEL,Selangor,2814119,Pintu Air Kelanang,Kuala Langat,2022-01-12,0.5
1248,SEL,Selangor,2714180,Kg. Tali Air Morib,Kuala Langat,2022-01-07,0.0
1249,SEL,Selangor,2714180,Kg. Tali Air Morib,Kuala Langat,2022-01-08,1.5
1250,SEL,Selangor,2714180,Kg. Tali Air Morib,Kuala Langat,2022-01-09,0.5
1251,SEL,Selangor,2714180,Kg. Tali Air Morib,Kuala Langat,2022-01-10,2.0
1252,SEL,Selangor,2714180,Kg. Tali Air Morib,Kuala Langat,2022-01-11,0.0
1253,SEL,Selangor,2714180,Kg. Tali Air Morib,Kuala Langat,2022-01-12,0.0
1254,SEL,Selangor,2813401,Bt. 7 Sijangkang,Kuala Langat,2022-01-07,3.5
1255,SEL,Selangor,2813401,Bt. 7 Sijangkang,Kuala Langat,2022-01-08,38.0
1256,SEL,Selangor,2813401,Bt. 7 Sijangkang,Kuala Langat,2022-01-09,38.0
1257,SEL,Selangor,2813401,Bt. 7 Sijangkang,Kuala Langat,2022-01-10,35.5
1258,SEL,Selangor,2813401,Bt. 7 Sijangkang,Kuala Langat,2022-01-11,0.0
1259,SEL,Selangor,2813401,Bt. 7 Sijangkang,Kuala Langat,2022-01-12,0.0
1260,SEL,Selangor,2914001,RS Batu 8,Kuala Langat,2022-01-07,8.5
1261,SEL,Selangor,2914001,RS Batu 8,Kuala Langat,2022-01-08,8.0
1262,SEL,Selangor,2914001,RS Batu 8,Kuala Langat,2022-01-09,37.0
1263,SEL,Selangor,2914001,RS Batu 8,Kuala Langat,2022-01-10,37.0
1264,SEL,Selangor,2914001,RS Batu 8,Kuala Langat,2022-01-11,0.0
1265,SEL,Selangor,2914001,RS Batu 8,Kuala Langat,2022-01-12,0.0
1266,SEL,Selangor,2615180,Kg. Kundang,Kuala Langat,2022-01-07,0.0
1267,SEL,Selangor,2615180,Kg. Kundang,Kuala Langat,2022-01-08,1.0
1268,SEL,Selangor,2615180,Kg. Kundang,Kuala Langat,2022-01-09,0.0
1269,SEL,Selangor,2615180,Kg. Kundang,Kuala Langat,2022-01-10,6.5
1270,SEL,Selangor,2615180,Kg. Kundang,Kuala Langat,2022-01-11,0.0
1271,SEL,Selangor,2615180,Kg. Kundang,Kuala Langat,2022-01-12,0.0
1272,SEL,Selangor,3414032,Rantau Panjang,Kuala Selangor,2022-01-07,11.0
1273,SEL,Selangor,3414032,Rantau Panjang,Kuala Selangor,2022-01-08,0.5
1274,SEL,Selangor,3414032,Rantau Panjang,Kuala Selangor,2022-01-09,0.0
1275,SEL,Selangor,3414032,Rantau Panjang,Kuala Selangor,2022-01-10,1.5
1276,SEL,Selangor,3414032,Rantau Panjang,Kuala Selangor,2022-01-11,0.0
1277,SEL,Selangor,3414032,Rantau Panjang,Kuala Selangor,2022-01-12,0.0
1278,SEL,Selangor,3314001,Rumah Pam Jaya Setia,Kuala Selangor,2022-01-07,1.0
1279,SEL,Selangor,3314001,Rumah Pam Jaya Setia,Kuala Selangor,2022-01-08,0.5
1280,SEL,Selangor,3314001,Rumah Pam Jaya Setia,Kuala Selangor,2022-01-09,0.0
1281,SEL,Selangor,3314001,Rumah Pam Jaya Setia,Kuala Selangor,2022-01-10,1.5
1282,SEL,Selangor,3314001,Rumah Pam Jaya Setia,Kuala Selangor,2022-01-11,0.0
1283,SEL,Selangor,3314001,Rumah Pam Jaya Setia,Kuala Selangor,2022-01-12,0.0
1284,SEL,Selangor,3313045,Kg. Asahan,Kuala Selangor,2022-01-07,0.0
1285,SEL,Selangor,3313045,Kg. Asahan,Kuala Selangor,2022-01-08,0.0
1286,SEL,Selangor,3313045,Kg. Asahan,Kuala Selangor,2022-01-09,0.0
1287,SEL,Selangor,3313045,Kg. Asahan,Kuala Selangor,2022-01-10,0.0
1288,SEL,Selangor,3313045,Kg. Asahan,Kuala Selangor,2022-01-11,0.5
1289,SEL,Selangor,3313045,Kg. Asahan,Kuala Selangor,2022-01-12,0.0
1290,SEL,Selangor,3312046,Teluk Penyamun (Pintu Air),Kuala Selangor,2022-01-07,0.0
1291,SEL,Selangor,3312046,Teluk Penyamun (Pintu Air),Kuala Selangor,2022-01-08,18.5
1292,SEL,Selangor,3312046,Teluk Penyamun (Pintu Air),Kuala Selangor,2022-01-09,0.0
1293,SEL,Selangor,3312046,Teluk Penyamun (Pintu Air),Kuala Selangor,2022-01-10,0.0
1294,SEL,Selangor,3312046,Teluk Penyamun (Pintu Air),Kuala Selangor,2022-01-11,0.0
1295,SEL,Selangor,3312046,Teluk Penyamun (Pintu Air),Kuala Selangor,2022-01-12,0.0
1296,SEL,Selangor,3312047,P/A Sg. Yu 1,Kuala Selangor,2022-01-07,0.0
1297,SEL,Selangor,3312047,P/A Sg. Yu 1,Kuala Selangor,2022-01-08,47.0
1298,SEL,Selangor,3312047,P/A Sg. Yu 1,Kuala Selangor,2022-01-09,0.5
1299,SEL,Selangor,3312047,P/A Sg. Yu 1,Kuala Selangor,2022-01-10,0.0
1300,SEL,Selangor,3312047,P/A Sg. Yu 1,Kuala Selangor,2022-01-11,0.0
1301,SEL,Selangor,3312047,P/A Sg. Yu 1,Kuala Selangor,2022-01-12,0.0
1302,SEL,Selangor,3412001,Ibu Bekalan Sg. Tengi,Kuala Selangor,2022-01-07,6.0
1303,SEL,Selangor,3412001,Ibu Bekalan Sg. Tengi,Kuala Selangor,2022-01-08,22.0
1304,SEL,Selangor,3412001,Ibu Bekalan Sg. Tengi,Kuala Selangor,2022-01-09,1.0
1305,SEL,Selangor,3412001,Ibu Bekalan Sg. Tengi,Kuala Selangor,2022-01-10,0.0
1306,SEL,Selangor,3412001,Ibu Bekalan Sg. Tengi,Kuala Selangor,2022-01-11,0.0
1307,SEL,Selangor,3412001,Ibu Bekalan Sg. Tengi,Kuala Selangor,2022-01-12,0.0
1308,SEL,Selangor,3411018,P/A Pekan Tg. Karang,Kuala Selangor,2022-01-07,0.0
1309,SEL,Selangor,3411018,P/A Pekan Tg. Karang,Kuala Selangor,2022-01-08,19.0
1310,SEL,Selangor,3411018,P/A Pekan Tg. Karang,Kuala Selangor,2022-01-09,0.0
1311,SEL,Selangor,3411018,P/A Pekan Tg. Karang,Kuala Selangor,2022-01-10,0.0
1312,SEL,Selangor,3411018,P/A Pekan Tg. Karang,Kuala Selangor,2022-01-11,0.0
1313,SEL,Selangor,3411018,P/A Pekan Tg. Karang,Kuala Selangor,2022-01-12,0.0
1314,SEL,Selangor,3411017,Stor JPS Tg. Karang,Kuala Selangor,2022-01-07,0.0
1315,SEL,Selangor,3411017,Stor JPS Tg. Karang,Kuala Selangor,2022-01-08,21.5
1316,SEL,Selangor,3411017,Stor JPS Tg. Karang,Kuala Selangor,2022-01-09,0.0
1317,SEL,Selangor,3411017,Stor JPS Tg. Karang,Kuala Selangor,2022-01-10,0.0
1318,SEL,Selangor,3411017,Stor JPS Tg. Karang,Kuala Selangor,2022-01-11,0.0
1319,SEL,Selangor,3411017,Stor JPS Tg. Karang,Kuala Selangor,2022-01-12,0.0
1320,SEL,Selangor,3411016,Parit 1 Sg. Burong,Kuala Selangor,2022-01-07,0.0
1321,SEL,Selangor,3411016,Parit 1 Sg. Burong,Kuala Selangor,2022-01-08,13.0
1322,SEL,Selangor,3411016,Parit 1 Sg. Burong,Kuala Selangor,2022-01-09,0.5
1323,SEL,Selangor,3411016,Parit 1 Sg. Burong,Kuala Selangor,2022-01-10,0.0
1324,SEL,Selangor,3411016,Parit 1 Sg. Burong,Kuala Selangor,2022-01-11,0.0
1325,SEL,Selangor,3411016,Parit 1 Sg. Burong,Kuala Selangor,2022-01-12,0.0
1326,SEL,Selangor,3115053,Ladang Elmina,Kuala Selangor,2022-01-07,0.0
1327,SEL,Selangor,3115053,Ladang Elmina,Kuala Selangor,2022-01-08,4.0
1328,SEL,Selangor,3115053,Ladang Elmina,Kuala Selangor,2022-01-09,0.5
1329,SEL,Selangor,3115053,Ladang Elmina,Kuala Selangor,2022-01-10,0.5
1330,SEL,Selangor,3115053,Ladang Elmina,Kuala Selangor,2022-01-11,0.0
1331,SEL,Selangor,3115053,Ladang Elmina,Kuala Selangor,2022-01-12,0.0
1332,SEL,Selangor,3313070,Parit Mahang,Kuala Selangor,2022-01-07,0.0
1333,SEL,Selangor,3313070,Parit Mahang,Kuala Selangor,2022-01-08,0.0
1334,SEL,Selangor,3313070,Parit Mahang,Kuala Selangor,2022-01-09,0.0
1335,SEL,Selangor,3313070,Parit Mahang,Kuala Selangor,2022-01-10,0.0
1336,SEL,Selangor,3313070,Parit Mahang,Kuala Selangor,2022-01-11,0.0
1337,SEL,Selangor,3313070,Parit Mahang,Kuala Selangor,2022-01-12,0.0
1338,SEL,Selangor,3313060,Ladang Sg. Buloh,Kuala Selangor,2022-01-07,0.0
1339,SEL,Selangor,3313060,Ladang Sg. Buloh,Kuala Selangor,2022-01-08,0.0
1340,SEL,Selangor,3313060,Ladang Sg. Buloh,Kuala Selangor,2022-01-09,0.0
1341,SEL,Selangor,3313060,Ladang Sg. Buloh,Kuala Selangor,2022-01-10,0.5
1342,SEL,Selangor,3313060,Ladang Sg. Buloh,Kuala Selangor,2022-01-11,0.0
1343,SEL,Selangor,3313060,Ladang Sg. Buloh,Kuala Selangor,2022-01-12,0.0
1344,SEL,Selangor,3213057,Ladang Braunston Jeram,Kuala Selangor,2022-01-07,0.0
1345,SEL,Selangor,3213057,Ladang Braunston Jeram,Kuala Selangor,2022-01-08,0.0
1346,SEL,Selangor,3213057,Ladang Braunston Jeram,Kuala Selangor,2022-01-09,0.0
1347,SEL,Selangor,3213057,Ladang Braunston Jeram,Kuala Selangor,2022-01-10,3.5
1348,SEL,Selangor,3213057,Ladang Braunston Jeram,Kuala Selangor,2022-01-11,0.0
1349,SEL,Selangor,3213057,Ladang Braunston Jeram,Kuala Selangor,2022-01-12,0.0
1350,SEL,Selangor,3115180,Paya Jaras,Petaling,2022-01-07,1.0
1351,SEL,Selangor,3115180,Paya Jaras,Petaling,2022-01-08,3.5
1352,SEL,Selangor,3115180,Paya Jaras,Petaling,2022-01-09,0.5
1353,SEL,Selangor,3115180,Paya Jaras,Petaling,2022-01-10,0.0
1354,SEL,Selangor,3115180,Paya Jaras,Petaling,2022-01-11,0.5
1355,SEL,Selangor,3115180,Paya Jaras,Petaling,2022-01-12,0.0
1356,SEL,Selangor,3115080,Paya Jaras Hilir,Petaling,2022-01-07,0.0
1357,SEL,Selangor,3115080,Paya Jaras Hilir,Petaling,2022-01-08,1.5
1358,SEL,Selangor,3115080,Paya Jaras Hilir,Petaling,2022-01-09,0.0
1359,SEL,Selangor,3115080,Paya Jaras Hilir,Petaling,2022-01-10,0.0
1360,SEL,Selangor,3115080,Paya Jaras Hilir,Petaling,2022-01-11,0.0
1361,SEL,Selangor,3115080,Paya Jaras Hilir,Petaling,2022-01-12,0.0
1362,SEL,Selangor,3215055,Merbau Sempak,Petaling,2022-01-07,0.0
1363,SEL,Selangor,3215055,Merbau Sempak,Petaling,2022-01-08,32.0
1364,SEL,Selangor,3215055,Merbau Sempak,Petaling,2022-01-09,0.5
1365,SEL,Selangor,3215055,Merbau Sempak,Petaling,2022-01-10,0.5
1366,SEL,Selangor,3215055,Merbau Sempak,Petaling,2022-01-11,0.5
1367,SEL,Selangor,3215055,Merbau Sempak,Petaling,2022-01-12,0.0
1368,SEL,Selangor,3114087,Empangan Tasik Subang Meru,Petaling,2022-01-07,0.0
1369,SEL,Selangor,3114087,Empangan Tasik Subang Meru,Petaling,2022-01-08,2.5
1370,SEL,Selangor,3114087,Empangan Tasik Subang Meru,Petaling,2022-01-09,0.5
1371,SEL,Selangor,3114087,Empangan Tasik Subang Meru,Petaling,2022-01-10,10.5
1372,SEL,Selangor,3114087,Empangan Tasik Subang Meru,Petaling,2022-01-11,0.0
1373,SEL,Selangor,3114087,Empangan Tasik Subang Meru,Petaling,2022-01-12,0.0
1374,SEL,Selangor,0220291,Kg. Budiman,Petaling,2022-01-07,0.0
1375,SEL,Selangor,0220291,Kg. Budiman,Petaling,2022-01-08,0.5
1376,SEL,Selangor,0220291,Kg. Budiman,Petaling,2022-01-09,0.0
1377,SEL,Selangor,0220291,Kg. Budiman,Petaling,2022-01-10,5.5
1378,SEL,Selangor,0220291,Kg. Budiman,Petaling,2022-01-11,0.0
1379,SEL,Selangor,0220291,Kg. Budiman,Petaling,2022-01-12,0.0
1380,SEL,Selangor,3017107,Seri Kembangan,Petaling,2022-01-07,16.0
1381,SEL,Selangor,3017107,Seri Kembangan,Petaling,2022-01-08,3.0
1382,SEL,Selangor,3017107,Seri Kembangan,Petaling,2022-01-09,0.0
1383,SEL,Selangor,3017107,Seri Kembangan,Petaling,2022-01-10,13.0
1384,SEL,Selangor,3017107,Seri Kembangan,Petaling,2022-01-11,0.0
1385,SEL,Selangor,3017107,Seri Kembangan,Petaling,2022-01-12,0.0
1386,SEL,Selangor,3016077,Jalan 222,Petaling,2022-01-07,23.0
1387,SEL,Selangor,3016077,Jalan 222,Petaling,2022-01-08,0.0
1388,SEL,Selangor,3016077,Jalan 222,Petaling,2022-01-09,0.0
1389,SEL,Selangor,3016077,Jalan 222,Petaling,2022-01-10,22.5
1390,SEL,Selangor,3016077,Jalan 222,Petaling,2022-01-11,0.0
1391,SEL,Selangor,3016077,Jalan 222,Petaling,2022-01-12,0.0
1392,SEL,Selangor,3016102,Kg. Gandhi,Petaling,2022-01-07,6.0
1393,SEL,Selangor,3016102,Kg. Gandhi,Petaling,2022-01-08,0.0
1394,SEL,Selangor,3016102,Kg. Gandhi,Petaling,2022-01-09,0.0
1395,SEL,Selangor,3016102,Kg. Gandhi,Petaling,2022-01-10,4.0
1396,SEL,Selangor,3016102,Kg. Gandhi,Petaling,2022-01-11,0.0
1397,SEL,Selangor,3016102,Kg. Gandhi,Petaling,2022-01-12,0.0
1398,SEL,Selangor,3015440,IOI Puchong Jaya,Petaling,2022-01-07,0.0
1399,SEL,Selangor,3015440,IOI Puchong Jaya,Petaling,2022-01-08,0.0
1400,SEL,Selangor,3015440,IOI Puchong Jaya,Petaling,2022-01-09,0.0
1401,SEL,Selangor,3015440,IOI Puchong Jaya,Petaling,2022-01-10,6.0
1402,SEL,Selangor,3015440,IOI Puchong Jaya,Petaling,2022-01-11,0.5
1403,SEL,Selangor,3015440,IOI Puchong Jaya,Petaling,2022-01-12,0.0
1404,SEL,Selangor,3016100,USJ 1,Petaling,2022-01-07,0.0
1405,SEL,Selangor,3016100,USJ 1,Petaling,2022-01-08,0.0
1406,SEL,Selangor,3016100,USJ 1,Petaling,2022-01-09,0.0
1407,SEL,Selangor,3016100,USJ 1,Petaling,2022-01-10,16.0
1408,SEL,Selangor,3016100,USJ 1,Petaling,2022-01-11,0.0
1409,SEL,Selangor,3016100,USJ 1,Petaling,2022-01-12,0.0
1410,SEL,Selangor,3015001,Puchong Drop,Petaling,2022-01-07,3.0
1411,SEL,Selangor,3015001,Puchong Drop,Petaling,2022-01-08,0.0
1412,SEL,Selangor,3015001,Puchong Drop,Petaling,2022-01-09,0.0
1413,SEL,Selangor,3015001,Puchong Drop,Petaling,2022-01-10,25.5
1414,SEL,Selangor,3015001,Puchong Drop,Petaling,2022-01-11,0.0
1415,SEL,Selangor,3015001,Puchong Drop,Petaling,2022-01-12,0.0
1416,SEL,Selangor,2915118,Ayer Hitam Puchong,Petaling,2022-01-07,0.0
1417,SEL,Selangor,2915118,Ayer Hitam Puchong,Petaling,2022-01-08,0.5
1418,SEL,Selangor,2915118,Ayer Hitam Puchong,Petaling,2022-01-09,0.0
1419,SEL,Selangor,2915118,Ayer Hitam Puchong,Petaling,2022-01-10,22.5
1420,SEL,Selangor,2915118,Ayer Hitam Puchong,Petaling,2022-01-11,0.5
1421,SEL,Selangor,2915118,Ayer Hitam Puchong,Petaling,2022-01-12,0.0
1422,SEL,Selangor,3115082,Kota Damansara,Petaling,2022-01-07,15.5
1423,SEL,Selangor,3115082,Kota Damansara,Petaling,2022-01-08,5.0
1424,SEL,Selangor,3115082,Kota Damansara,Petaling,2022-01-09,0.0
1425,SEL,Selangor,3115082,Kota Damansara,Petaling,2022-01-10,0.0
1426,SEL,Selangor,3115082,Kota Damansara,Petaling,2022-01-11,0.5
1427,SEL,Selangor,3115082,Kota Damansara,Petaling,2022-01-12,0.0
1428,SEL,Selangor,3115083,Taman Mayang,Petaling,2022-01-07,14.0
1429,SEL,Selangor,3115083,Taman Mayang,Petaling,2022-01-08,4.0
1430,SEL,Selangor,3115083,Taman Mayang,Petaling,2022-01-09,0.5
1431,SEL,Selangor,3115083,Taman Mayang,Petaling,2022-01-10,1.5
1432,SEL,Selangor,3115083,Taman Mayang,Petaling,2022-01-11,0.0
1433,SEL,Selangor,3115083,Taman Mayang,Petaling,2022-01-12,0.0
1434,SEL,Selangor,3015083,TTDI Jaya,Petaling,2022-01-07,31.5
1435,SEL,Selangor,3015083,TTDI Jaya,Petaling,2022-01-08,8.5
1436,SEL,Selangor,3015083,TTDI Jaya,Petaling,2022-01-09,0.0
1437,SEL,Selangor,3015083,TTDI Jaya,Petaling,2022-01-10,0.0
1438,SEL,Selangor,3015083,TTDI Jaya,Petaling,2022-01-11,0.0
1439,SEL,Selangor,3015083,TTDI Jaya,Petaling,2022-01-12,0.0
1440,SEL,Selangor,3015087,Batu 3,Petaling,2022-01-07,9.5
1441,SEL,Selangor,3015087,Batu 3,Petaling,2022-01-08,6.5
1442,SEL,Selangor,3015087,Batu 3,Petaling,2022-01-09,0.0
1443,SEL,Selangor,3015087,Batu 3,Petaling,2022-01-10,1.0
1444,SEL,Selangor,3015087,Batu 3,Petaling,2022-01-11,0.0
1445,SEL,Selangor,3015087,Batu 3,Petaling,2022-01-12,0.0
1446,SEL,Selangor,3014096,Taman Botani,Petaling,2022-01-07,31.5
1447,SEL,Selangor,3014096,Taman Botani,Petaling,2022-01-08,0.0
1448,SEL,Selangor,3014096,Taman Botani,Petaling,2022-01-09,0.0
1449,SEL,Selangor,3014096,Taman Botani,Petaling,2022-01-10,0.0
1450,SEL,Selangor,3014096,Taman Botani,Petaling,2022-01-11,0.5
1451,SEL,Selangor,3014096,Taman Botani,Petaling,2022-01-12,0.0
1452,SEL,Selangor,3613004,Ibu Bekalan Sg. Bernam,Sabak Bernam,2022-01-07,1.0
1453,SEL,Selangor,3613004,Ibu Bekalan Sg. Bernam,Sabak Bernam,2022-01-08,3.0
1454,SEL,Selangor,3613004,Ibu Bekalan Sg. Bernam,Sabak Bernam,2022-01-09,0.0
1455,SEL,Selangor,3613004,Ibu Bekalan Sg. Bernam,Sabak Bernam,2022-01-10,0.0
1456,SEL,Selangor,3613004,Ibu Bekalan Sg. Bernam,Sabak Bernam,2022-01-11,0.0
1457,SEL,Selangor,3613004,Ibu Bekalan Sg. Bernam,Sabak Bernam,2022-01-12,0.0
1458,SEL,Selangor,3711002,Rimba KDR,Sabak Bernam,2022-01-07,12.0
1459,SEL,Selangor,3711002,Rimba KDR,Sabak Bernam,2022-01-08,0.0
1460,SEL,Selangor,3711002,Rimba KDR,Sabak Bernam,2022-01-09,0.5
1461,SEL,Selangor,3711002,Rimba KDR,Sabak Bernam,2022-01-10,0.0
1462,SEL,Selangor,3711002,Rimba KDR,Sabak Bernam,2022-01-11,0.0
1463,SEL,Selangor,3711002,Rimba KDR,Sabak Bernam,2022-01-12,0.0
1464,SEL,Selangor,3710011,Kg. Belia Sg. Panjang,Sabak Bernam,2022-01-07,10.0
1465,SEL,Selangor,3710011,Kg. Belia Sg. Panjang,Sabak Bernam,2022-01-08,0.0
1466,SEL,Selangor,3710011,Kg. Belia Sg. Panjang,Sabak Bernam,2022-01-09,1.0
1467,SEL,Selangor,3710011,Kg. Belia Sg. Panjang,Sabak Bernam,2022-01-10,0.0
1468,SEL,Selangor,3710011,Kg. Belia Sg. Panjang,Sabak Bernam,2022-01-11,0.0
1469,SEL,Selangor,3710011,Kg. Belia Sg. Panjang,Sabak Bernam,2022-01-12,0.0
1470,SEL,Selangor,3708006,Rumah Pam JPS Bagan Terap,Sabak Bernam,2022-01-07,5.0
1471,SEL,Selangor,3708006,Rumah Pam JPS Bagan Terap,Sabak Bernam,2022-01-08,0.0
1472,SEL,Selangor,3708006,Rumah Pam JPS Bagan Terap,Sabak Bernam,2022-01-09,0.0
1473,SEL,Selangor,3708006,Rumah Pam JPS Bagan Terap,Sabak Bernam,2022-01-10,0.0
1474,SEL,Selangor,3708006,Rumah Pam JPS Bagan Terap,Sabak Bernam,2022-01-11,0.5
1475,SEL,Selangor,3708006,Rumah Pam JPS Bagan Terap,Sabak Bernam,2022-01-12,0.0
1476,SEL,Selangor,3709009,Pekan Sabak Bernam,Sabak Bernam,2022-01-07,0.0
1477,SEL,Selangor,3709009,Pekan Sabak Bernam,Sabak Bernam,2022-01-08,11.0
1478,SEL,Selangor,3709009,Pekan Sabak Bernam,Sabak Bernam,2022-01-09,24.5
1479,SEL,Selangor,3709009,Pekan Sabak Bernam,Sabak Bernam,2022-01-10,0.0
1480,SEL,Selangor,3709009,Pekan Sabak Bernam,Sabak Bernam,2022-01-11,0.0
1481,SEL,Selangor,3709009,Pekan Sabak Bernam,Sabak Bernam,2022-01-12,0.0
1482,SEL,Selangor,3808001,Sg. Air Tawar,Sabak Bernam,2022-01-07,0.0
1483,SEL,Selangor,3808001,Sg. Air Tawar,Sabak Bernam,2022-01-08,0.0
1484,SEL,Selangor,3808001,Sg. Air Tawar,Sabak Bernam,2022-01-09,0.0
1485,SEL,Selangor,3808001,Sg. Air Tawar,Sabak Bernam,2022-01-10,0.0
1486,SEL,Selangor,3808001,Sg. Air Tawar,Sabak Bernam,2022-01-11,0.0
1487,SEL,Selangor,3808001,Sg. Air Tawar,Sabak Bernam,2022-01-12,0.0
1488,SEL,Selangor,3808002,ILDAS Sg. Air Tawar,Sabak Bernam,2022-01-07,0.0
1489,SEL,Selangor,3808002,ILDAS Sg. Air Tawar,Sabak Bernam,2022-01-08,0.0
1490,SEL,Selangor,3808002,ILDAS Sg. Air Tawar,Sabak Bernam,2022-01-09,2.5
1491,SEL,Selangor,3808002,ILDAS Sg. Air Tawar,Sabak Bernam,2022-01-10,0.0
